Salary,Year,Player,Pos,Age,Team,Championship Wins,RunnerUp Count,TRB,AST,STL,BLK,TOV,PF,PER,FG%,3P%,FTA,FT%,PTS,Championship Appearance Y/N
900000,1993,Jim Les,PG,29,Sacramento Kings,0.0,0.0,89.0,169,40.0,7.0,48.0,81,14.7,0.425,0.429,50,0.84,328,0.0
600000,1993,Sleepy Floyd,PG,32,Houston Rockets,0.0,0.0,86.0,132,32.0,6.0,68.0,59,12.1,0.40700000000000003,0.28600000000000003,102,0.794,345,0.0
700000,1993,Manute Bol,C,30,Philadelphia 76ers,0.0,0.0,193.0,18,14.0,119.0,50.0,87,8.5,0.409,0.313,19,0.632,126,0.0
700000,1993,Danny Young,PG,30,Detroit Pistons,0.0,0.0,47.0,119,31.0,5.0,30.0,36,10.4,0.413,0.324,32,0.875,188,0.0
1000000,1993,Larry Smith,PF,35,San Antonio Spurs,0.0,0.0,268.0,28,23.0,16.0,39.0,133,7.1,0.43700000000000006,0.0,22,0.409,85,0.0
1100000,1993,Gerald Glass,SF,25,Detroit Pistons,0.0,0.0,139.0,68,30.0,18.0,30.0,98,12.9,0.429,0.226,33,0.636,296,0.0
600000,1993,Todd Lichti,SG,26,Denver Nuggets,0.0,0.0,102.0,52,28.0,11.0,49.0,60,12.9,0.449,0.33299999999999996,102,0.794,331,0.0
700000,1993,Sean Higgins,SF,24,Golden State Warriors,0.0,0.0,68.0,66,13.0,5.0,64.0,54,9.2,0.447,0.35100000000000003,47,0.745,240,0.0
800000,1993,Maurice Cheeks,PG,36,New Jersey Nets,0.0,0.0,42.0,107,33.0,2.0,33.0,35,13.9,0.5479999999999999,0.0,27,0.889,126,0.0
900000,1993,Kiki Vandeweghe,SF,34,Los Angeles Clippers,0.0,0.0,48.0,25,13.0,7.0,20.0,45,13.8,0.45299999999999996,0.324,66,0.879,254,0.0
700000,1993,Bernard King,SF,36,New Jersey Nets,0.0,0.0,76.0,18,11.0,3.0,21.0,53,15.7,0.514,0.28600000000000003,57,0.684,223,0.0
1000000,1993,Darrell Walker,PG,31,Chicago Bulls,1.0,0.0,39.0,44,23.0,2.0,12.0,51,8.9,0.40299999999999997,0.0,20,0.5,72,1.0
1000000,1993,Jerrod Mustaf,PF,23,Phoenix Suns,0.0,1.0,83.0,10,14.0,11.0,22.0,40,12.7,0.43799999999999994,0.0,53,0.623,147,1.0
800000,1993,Melvin Newbern,SG,25,Detroit Pistons,0.0,0.0,37.0,57,23.0,1.0,32.0,42,11.5,0.37200000000000005,0.125,60,0.5670000000000001,119,0.0
600000,1993,Gerald Paddio,SF,27,Seattle Supersonics,0.0,0.0,50.0,33,14.0,6.0,16.0,24,16.3,0.447,0.25,21,0.667,158,0.0
900000,1993,Paul Pressey,SG,34,Golden State Warriors,0.0,0.0,31.0,30,11.0,5.0,23.0,36,8.4,0.439,0.0,27,0.778,79,0.0
800000,1993,Mark Acres,C,30,Washington Bullets,0.0,0.0,61.0,5,3.0,6.0,11.0,32,9.8,0.6,0.0,14,0.7140000000000001,58,0.0
600000,1993,Jay Guidinger,C,23,Cleveland Cavaliers,0.0,0.0,64.0,17,9.0,10.0,10.0,48,9.6,0.345,0.0,25,0.52,51,0.0
700000,1993,Sidney Green,PF,32,Charlotte Hornets,0.0,0.0,47.0,5,1.0,2.0,8.0,16,9.3,0.35,0.0,16,0.75,40,0.0
2100000,1993,Jerome Lane,PF,26,Cleveland Cavaliers,0.0,0.0,53.0,17,12.0,3.0,7.0,32,18.1,0.5,0.0,20,0.25,59,0.0
700000,1993,Chris Corchiani,PG,24,Washington Bullets,0.0,0.0,0.0,0,0.0,0.0,0.0,1,19.5,1.0,0.0,0,0.0,2,0.0
2700000,1994,Tim Perry,PF,28,Philadelphia 76ers,0.0,0.0,404.0,94,60.0,82.0,80.0,154,11.5,0.435,0.365,176,0.58,719,0.0
7300000,1994,Micheal Williams,PG,27,Minnesota Timberwolves,0.0,0.0,221.0,512,118.0,24.0,203.0,193,18.0,0.457,0.222,397,0.8390000000000001,971,0.0
800000,1994,Orlando Woolridge,SF,34,Philadelphia 76ers,0.0,0.0,298.0,139,41.0,56.0,142.0,186,13.9,0.47100000000000003,0.071,302,0.6890000000000001,937,0.0
3400000,1994,Fat Lever,PG,33,Dallas Mavericks,0.0,0.0,283.0,213,159.0,15.0,88.0,155,13.2,0.408,0.35100000000000003,98,0.765,555,0.0
700000,1994,Elmore Spencer,C,24,Los Angeles Clippers,0.0,0.0,415.0,75,30.0,127.0,168.0,208,10.7,0.5329999999999999,0.0,162,0.599,673,0.0
15000000,1994,Brad Daugherty,C,28,Cleveland Cavaliers,0.0,0.0,508.0,149,41.0,36.0,110.0,145,18.4,0.488,0.0,326,0.785,848,0.0
1900000,1994,Isiah Thomas,PG,32,Detroit Pistons,0.0,0.0,159.0,399,68.0,6.0,202.0,126,15.2,0.41700000000000004,0.31,258,0.7020000000000001,856,0.0
900000,1994,Doug Smith,PF,24,Dallas Mavericks,0.0,0.0,349.0,119,82.0,38.0,93.0,287,13.5,0.435,0.222,127,0.835,698,0.0
2700000,1994,Jay Humphries,SG,31,Utah Jazz,0.0,0.0,127.0,219,65.0,11.0,95.0,168,10.9,0.436,0.396,76,0.75,561,0.0
2000000,1994,Negele Knight,PG,26,San Antonio Spurs,0.0,0.0,103.0,197,34.0,10.0,94.0,120,13.9,0.47600000000000003,0.19,174,0.81,593,0.0
600000,1994,Kenny Walker,SF,29,Washington Bullets,0.0,0.0,289.0,33,26.0,59.0,44.0,156,10.7,0.48200000000000004,0.0,125,0.696,351,0.0
1300000,1994,Harold Miner,SG,22,Miami Heat,0.0,0.0,156.0,95,31.0,13.0,95.0,132,14.0,0.47700000000000004,0.667,180,0.828,661,0.0
700000,1994,Tony Bennett,PG,24,Charlotte Hornets,0.0,0.0,90.0,163,39.0,1.0,40.0,84,9.9,0.39899999999999997,0.36,15,0.733,248,0.0
2100000,1994,Kenny Williams,SF,24,Indiana Pacers,0.0,0.0,205.0,52,24.0,49.0,45.0,99,15.8,0.488,0.0,64,0.703,427,0.0
1800000,1994,Rolando Blackman,SG,34,New York Knicks,0.0,1.0,93.0,76,25.0,6.0,44.0,100,11.3,0.436,0.35700000000000004,53,0.9059999999999999,400,1.0
700000,1994,Tellis Frank,PF,28,Minnesota Timberwolves,0.0,0.0,220.0,57,35.0,35.0,49.0,163,8.9,0.419,0.0,76,0.711,188,0.0
9300000,1994,Larry Nance,PF,34,Cleveland Cavaliers,0.0,0.0,227.0,49,27.0,55.0,38.0,96,17.1,0.48700000000000004,0.0,85,0.753,370,0.0
600000,1994,Frank Johnson,PG,35,Phoenix Suns,0.0,0.0,82.0,148,41.0,1.0,65.0,120,11.6,0.44799999999999995,0.16699999999999998,69,0.7829999999999999,324,0.0
900000,1994,Mark Aguirre,SF,34,Los Angeles Clippers,0.0,0.0,116.0,104,21.0,8.0,70.0,98,13.1,0.46799999999999997,0.39799999999999996,72,0.6940000000000001,413,0.0
700000,1994,John Battle,SG,31,Cleveland Cavaliers,0.0,0.0,39.0,83,22.0,1.0,41.0,66,12.2,0.47600000000000003,0.263,97,0.753,338,0.0
900000,1994,John Williams,SF,27,Los Angeles Clippers,0.0,0.0,127.0,97,25.0,10.0,35.0,85,10.5,0.431,0.25,36,0.667,191,0.0
700000,1994,LeRon Ellis,C,24,Charlotte Hornets,0.0,0.0,188.0,24,17.0,25.0,21.0,83,13.5,0.484,0.0,68,0.662,221,0.0
900000,1994,Kurt Rambis,PF,35,Los Angeles Lakers,0.0,0.0,189.0,32,22.0,23.0,26.0,89,14.0,0.518,0.0,71,0.648,164,0.0
2700000,1994,Rod Higgins,SF,34,Cleveland Cavaliers,0.0,0.0,82.0,36,25.0,14.0,21.0,53,13.7,0.436,0.44,42,0.738,195,0.0
1000000,1994,Stacey King,C,27,Minnesota Timberwolves,0.0,0.0,109.0,19,13.0,30.0,40.0,57,12.9,0.45899999999999996,0.0,83,0.687,213,0.0
1000000,1994,Josh Grant,PF,26,Golden State Warriors,0.0,0.0,89.0,24,18.0,8.0,30.0,62,11.7,0.40399999999999997,0.27899999999999997,29,0.759,157,0.0
700000,1994,John Paxson,PG,33,Chicago Bulls,0.0,0.0,20.0,33,7.0,2.0,6.0,18,8.3,0.441,0.409,2,0.5,70,0.0
700000,1994,Andre Spencer,SF,29,Sacramento Kings,0.0,0.0,61.0,19,18.0,5.0,19.0,37,16.4,0.43,0.0,73,0.7120000000000001,138,0.0
700000,1994,Mike Gminski,C,34,Milwaukee Bucks,0.0,0.0,15.0,0,0.0,3.0,2.0,3,2.0,0.20800000000000002,0.0,4,0.75,13,0.0
600000,1994,Bill Laimbeer,C,36,Detroit Pistons,0.0,0.0,56.0,14,6.0,4.0,10.0,30,15.6,0.522,0.33299999999999996,13,0.846,108,0.0
600000,1994,Ron Anderson,SF,35,Washington Bullets,0.0,0.0,27.0,11,3.0,1.0,9.0,7,10.2,0.465,0.214,11,0.818,52,0.0
1300000,1994,Lester Conner,PG,34,Indiana Pacers,0.0,0.0,24.0,31,14.0,1.0,9.0,12,12.0,0.368,0.0,6,0.5,31,0.0
700000,1994,Chris Jent,SF,24,Houston Rockets,1.0,0.0,15.0,7,0.0,0.0,5.0,13,11.0,0.5,0.364,2,0.5,31,1.0
4400000,1995,Scott Skiles,PG,30,Washington Bullets,0.0,0.0,159.0,452,70.0,6.0,172.0,135,15.7,0.455,0.42100000000000004,202,0.8859999999999999,805,0.0
700000,1995,Winston Garland,PG,30,Minnesota Timberwolves,0.0,0.0,168.0,318,71.0,13.0,105.0,184,10.1,0.415,0.253,112,0.795,448,0.0
600000,1995,Rafael Addison,SF,30,Detroit Pistons,0.0,0.0,242.0,109,53.0,25.0,76.0,236,11.3,0.47600000000000003,0.289,99,0.747,656,0.0
2100000,1995,Keith Jennings,PG,26,Golden State Warriors,0.0,0.0,148.0,373,95.0,2.0,120.0,133,15.3,0.447,0.368,153,0.8759999999999999,589,0.0
700000,1995,Doug Overton,PG,25,Washington Bullets,0.0,0.0,143.0,246,53.0,2.0,104.0,126,11.6,0.41600000000000004,0.424,125,0.872,576,0.0
3100000,1995,Danny Ainge,SG,35,Phoenix Suns,0.0,0.0,109.0,210,46.0,7.0,79.0,155,14.3,0.46,0.364,130,0.8079999999999999,571,0.0
1800000,1995,Roy Tarpley,C,30,Dallas Mavericks,0.0,0.0,449.0,58,45.0,55.0,109.0,155,17.8,0.479,0.278,122,0.836,691,0.0
1900000,1995,Tom Chambers,PF,35,Utah Jazz,0.0,0.0,213.0,73,25.0,30.0,52.0,173,12.5,0.457,0.16699999999999998,135,0.807,503,0.0
1000000,1995,Victor Alexander,C,25,Golden State Warriors,0.0,0.0,291.0,60,28.0,29.0,76.0,145,12.8,0.515,0.24,60,0.6,502,0.0
1100000,1995,Sam Bowie,C,33,Los Angeles Lakers,0.0,0.0,288.0,118,21.0,80.0,91.0,182,10.4,0.442,0.182,89,0.764,306,0.0
700000,1995,Johnny Dawkins,PG,31,Detroit Pistons,0.0,0.0,113.0,205,52.0,1.0,86.0,74,12.2,0.46299999999999997,0.342,55,0.909,325,0.0
600000,1995,Tony Campbell,SF,32,Cleveland Cavaliers,0.0,0.0,153.0,69,32.0,8.0,65.0,122,12.9,0.41100000000000003,0.35700000000000004,159,0.83,469,0.0
4400000,1995,Anthony Bonner,PF,26,New York Knicks,0.0,0.0,262.0,80,48.0,23.0,79.0,159,9.4,0.456,0.2,67,0.657,221,0.0
600000,1995,Jeff Grayer,SG,29,Philadelphia 76ers,0.0,0.0,149.0,74,27.0,4.0,56.0,80,10.6,0.428,0.33299999999999996,83,0.6990000000000001,389,0.0
900000,1995,Chris Smith,SG,24,Minnesota Timberwolves,0.0,0.0,73.0,146,32.0,22.0,50.0,119,11.2,0.439,0.435,63,0.6509999999999999,320,0.0
900000,1995,Anthony Avent,PF,25,Orlando Magic,0.0,1.0,293.0,41,28.0,50.0,53.0,170,9.8,0.43,0.0,75,0.64,258,1.0
700000,1995,Anthony Tucker,SF,25,Washington Bullets,0.0,0.0,170.0,68,46.0,11.0,56.0,129,9.2,0.457,0.0,83,0.614,243,0.0
700000,1995,Pat Durham,SF,27,Minnesota Timberwolves,0.0,0.0,94.0,53,36.0,32.0,45.0,114,12.2,0.494,0.192,96,0.6559999999999999,302,0.0
600000,1995,Steve Colter,PG,32,Cleveland Cavaliers,0.0,0.0,59.0,101,30.0,6.0,36.0,53,11.3,0.396,0.22899999999999998,71,0.7609999999999999,196,0.0
700000,1995,Greg Sutton,PG,27,Charlotte Hornets,0.0,0.0,56.0,91,33.0,2.0,51.0,114,10.6,0.409,0.374,45,0.711,263,0.0
800000,1995,Ryan Lorthridge,SG,22,Golden State Warriors,0.0,0.0,71.0,101,28.0,1.0,57.0,42,12.9,0.475,0.214,88,0.648,272,0.0
2000000,1995,Jeff Malone,SG,33,Philadelphia 76ers,0.0,0.0,55.0,29,15.0,0.0,29.0,35,15.9,0.507,0.39299999999999996,59,0.8640000000000001,350,0.0
2400000,1995,James Donaldson,C,37,Utah Jazz,0.0,0.0,107.0,14,6.0,28.0,22.0,66,7.9,0.595,0.0,31,0.71,110,0.0
600000,1995,Eric Mobley,C,24,Milwaukee Bucks,0.0,0.0,153.0,21,8.0,27.0,24.0,63,14.3,0.591,1.0,45,0.489,180,0.0
700000,1995,Jeff Turner,PF,32,Orlando Magic,0.0,1.0,97.0,38,12.0,3.0,22.0,102,9.6,0.41,0.36,29,0.897,199,1.0
700000,1995,Tree Rollins,C,39,Orlando Magic,0.0,1.0,95.0,9,7.0,36.0,23.0,63,7.0,0.47600000000000003,0.0,31,0.677,61,1.0
800000,1995,Cliff Levingston,PF,34,Denver Nuggets,0.0,0.0,124.0,27,13.0,20.0,21.0,91,10.5,0.423,0.0,45,0.42200000000000004,129,0.0
700000,1995,LaSalle Thompson,C,33,Indiana Pacers,0.0,0.0,89.0,18,18.0,10.0,33.0,76,6.8,0.415,0.0,16,0.875,112,0.0
700000,1995,Bill Cartwright,C,37,Seattle Supersonics,0.0,0.0,87.0,10,6.0,3.0,18.0,70,4.0,0.391,0.0,24,0.625,69,0.0
800000,1995,Kenny Gattison,PF,30,Charlotte Hornets,0.0,0.0,75.0,17,7.0,15.0,22.0,64,9.2,0.47,0.0,51,0.608,125,0.0
600000,1995,Morlon Wiley,PG,28,Atlanta Hawks,0.0,0.0,4.0,6,1.0,1.0,4.0,0,19.7,0.5,0.25,0,0.0,7,0.0
900000,1995,Steve Henson,PG,26,Portland Trail Blazers,0.0,0.0,26.0,85,9.0,0.0,30.0,52,12.1,0.43,0.442,25,0.88,119,0.0
700000,1995,Ennis Whatley,PG,32,Atlanta Hawks,0.0,0.0,30.0,54,19.0,0.0,19.0,37,12.4,0.45299999999999996,0.25,32,0.625,70,0.0
600000,1995,Larry Krystkowiak,PF,30,Chicago Bulls,0.0,0.0,59.0,26,9.0,2.0,25.0,34,9.5,0.389,0.0,30,0.9,83,0.0
800000,1995,Corey Gaines,SG,29,Philadelphia 76ers,0.0,0.0,18.0,33,8.0,1.0,14.0,23,7.2,0.47100000000000003,0.133,11,0.455,55,0.0
2200000,1995,Walter Bond,SG,25,Utah Jazz,0.0,0.0,27.0,17,5.0,4.0,14.0,37,11.8,0.5,0.37799999999999995,16,0.688,97,0.0
800000,1995,Moses Malone,C,39,San Antonio Spurs,0.0,0.0,46.0,6,2.0,3.0,11.0,15,12.1,0.371,0.5,32,0.688,49,0.0
900000,1995,Trevor Wilson,PF,26,Sacramento Kings,0.0,0.0,26.0,12,4.0,2.0,6.0,12,12.8,0.45,0.0,14,0.7859999999999999,47,0.0
700000,1995,Steve Scheffler,C,27,Seattle Supersonics,0.0,0.0,23.0,4,2.0,2.0,3.0,9,16.1,0.522,0.0,18,0.833,39,0.0
900000,1995,Doug Lee,SG,30,Sacramento Kings,0.0,0.0,5.0,5,6.0,3.0,5.0,18,18.1,0.36,0.389,21,0.857,43,0.0
900000,1995,Elmer Bennett,PG,24,Cleveland Cavaliers,0.0,0.0,1.0,3,4.0,0.0,3.0,3,32.5,0.545,0.0,4,0.75,15,0.0
6800000,1996,Alvin Robertson,SG,33,Toronto Raptors,0.0,0.0,342.0,323,166.0,36.0,183.0,268,12.7,0.47,0.272,158,0.677,718,0.0
700000,1996,Chris King,SF,26,Vancouver Grizzlies,0.0,0.0,285.0,104,68.0,33.0,103.0,163,10.8,0.42700000000000005,0.389,136,0.662,634,0.0
8900000,1996,Tim Legler,SG,29,Washington Bullets,0.0,0.0,140.0,136,45.0,12.0,45.0,141,15.9,0.507,0.522,153,0.863,726,0.0
600000,1996,Vern Fleming,PG,33,New Jersey Nets,0.0,0.0,170.0,255,41.0,5.0,122.0,115,11.3,0.433,0.107,177,0.7509999999999999,590,0.0
800000,1996,Derrick Alston,C,23,Philadelphia 76ers,0.0,0.0,302.0,61,56.0,52.0,59.0,191,11.8,0.512,0.33299999999999996,112,0.491,452,0.0
700000,1996,Trevor Ruffin,PG,25,Philadelphia 76ers,0.0,0.0,132.0,269,43.0,2.0,149.0,132,14.8,0.406,0.366,182,0.813,778,0.0
700000,1996,Benoit Benjamin,C,31,Milwaukee Bucks,0.0,0.0,436.0,48,35.0,70.0,110.0,184,14.6,0.52,0.0,138,0.732,547,0.0
1900000,1996,Jon Koncak,C,32,Orlando Magic,0.0,0.0,272.0,51,27.0,44.0,41.0,226,7.1,0.48,0.33299999999999996,57,0.561,203,0.0
700000,1996,Tony Dumas,SG,23,Dallas Mavericks,0.0,0.0,115.0,99,42.0,13.0,77.0,128,15.2,0.418,0.35700000000000004,257,0.599,776,0.0
4300000,1996,Doc Rivers,PG,34,San Antonio Spurs,0.0,0.0,138.0,123,73.0,21.0,57.0,175,9.6,0.37200000000000005,0.34299999999999997,64,0.75,311,0.0
700000,1996,Wayman Tisdale,PF,31,Phoenix Suns,0.0,0.0,214.0,58,15.0,36.0,63.0,188,16.4,0.495,0.0,149,0.765,672,0.0
1000000,1996,Ashraf Amaya,PF,24,Vancouver Grizzlies,0.0,0.0,303.0,33,22.0,10.0,57.0,151,11.8,0.48,0.0,149,0.6509999999999999,339,0.0
2500000,1996,Sarunas Marciulionis,SG,31,Sacramento Kings,0.0,0.0,77.0,118,52.0,4.0,96.0,112,16.7,0.452,0.408,200,0.775,571,0.0
900000,1996,Frank Brickowski,C,36,Seattle Supersonics,0.0,0.0,151.0,58,26.0,8.0,78.0,185,8.6,0.488,0.405,86,0.7090000000000001,339,0.0
13500000,1996,Magic Johnson,PF,36,Los Angeles Lakers,0.0,0.0,183.0,220,26.0,13.0,103.0,48,21.1,0.466,0.379,201,0.856,468,0.0
600000,1996,Spud Webb,PG,32,Minnesota Timberwolves,0.0,0.0,40.0,154,25.0,5.0,59.0,41,14.3,0.39399999999999996,0.40299999999999997,58,0.879,244,0.0
600000,1996,Randolph Keys,SF,29,Milwaukee Bucks,0.0,0.0,125.0,65,32.0,14.0,33.0,139,10.8,0.418,0.31,43,0.8370000000000001,232,0.0
1000000,1996,Lionel Simmons,SF,27,Sacramento Kings,0.0,0.0,145.0,83,31.0,20.0,51.0,85,11.6,0.396,0.373,75,0.733,246,0.0
2100000,1996,Ken Norman,SF,31,Atlanta Hawks,0.0,0.0,132.0,63,15.0,16.0,46.0,68,13.4,0.465,0.39299999999999996,48,0.354,304,0.0
800000,1996,Richard Dumas,PF,26,Philadelphia 76ers,0.0,0.0,99.0,44,42.0,6.0,49.0,79,11.3,0.46799999999999997,0.222,70,0.7,241,0.0
700000,1996,David Wood,PF,31,Dallas Mavericks,0.0,0.0,133.0,27,16.0,9.0,19.0,118,9.8,0.435,0.322,40,0.725,182,0.0
800000,1996,Lawrence Moten,SG,23,Vancouver Grizzlies,0.0,0.0,61.0,50,29.0,8.0,44.0,54,15.7,0.45299999999999996,0.327,75,0.653,291,0.0
800000,1996,Herb Williams,PF,37,New York Knicks,0.0,0.0,82.0,27,13.0,31.0,22.0,75,7.9,0.41,0.25,20,0.65,132,0.0
900000,1996,Michael Adams,PG,33,Charlotte Hornets,0.0,0.0,22.0,67,21.0,4.0,25.0,25,16.1,0.446,0.341,35,0.743,114,0.0
700000,1996,Fred Roberts,C,35,Los Angeles Lakers,0.0,0.0,47.0,26,16.0,4.0,24.0,24,14.1,0.495,0.28600000000000003,28,0.7859999999999999,122,0.0
900000,1996,Sharone Wright,C,23,Toronto Raptors,0.0,0.0,57.0,11,6.0,10.0,28.0,38,17.3,0.508,0.33299999999999996,73,0.685,181,0.0
800000,1996,Dwayne Schintzius,C,27,Indiana Pacers,0.0,0.0,78.0,14,9.0,12.0,19.0,53,11.9,0.445,0.0,21,0.619,111,0.0
800000,1996,Mark Macon,PG,26,Detroit Pistons,0.0,0.0,22.0,16,15.0,0.0,9.0,34,9.5,0.433,0.467,11,0.818,74,0.0
700000,1996,Byron Houston,PF,26,Sacramento Kings,0.0,0.0,84.0,7,13.0,7.0,17.0,59,13.1,0.5,0.33299999999999996,26,0.8079999999999999,86,0.0
800000,1996,Ron Grandison,PF,31,New York Knicks,0.0,0.0,13.0,2,4.0,1.0,1.0,4,16.6,0.467,0.0,6,0.667,18,0.0
600000,1996,Tracy Moore,SG,30,Houston Rockets,0.0,0.0,22.0,6,2.0,0.0,8.0,16,12.4,0.395,0.433,19,0.9470000000000001,91,0.0
700000,1996,Steve Bardo,SG,27,Detroit Pistons,0.0,0.0,22.0,15,4.0,1.0,5.0,17,8.4,0.391,0.0,6,0.667,22,0.0
1400000,1997,Gerald Wilkins,SG,33,Orlando Magic,0.0,0.0,173.0,173,54.0,12.0,123.0,144,11.2,0.426,0.325,190,0.716,848,0.0
900000,1997,Mahmoud Abdul-Rauf,PG,27,Sacramento Kings,0.0,0.0,122.0,189,56.0,6.0,119.0,174,13.2,0.445,0.382,136,0.846,1031,0.0
1000000,1997,Lee Mayberry,PG,26,Vancouver Grizzlies,0.0,0.0,134.0,329,60.0,8.0,90.0,159,10.2,0.40299999999999997,0.376,46,0.63,410,0.0
3500000,1997,Dominique Wilkins,SF,37,San Antonio Spurs,0.0,0.0,402.0,119,39.0,31.0,135.0,100,19.6,0.41700000000000004,0.293,350,0.8029999999999999,1145,0.0
3200000,1997,Gheorghe Muresan,C,25,Washington Bullets,0.0,0.0,481.0,29,43.0,96.0,117.0,230,16.7,0.604,0.0,199,0.618,777,0.0
600000,1997,Roy Rogers,PF,23,Vancouver Grizzlies,0.0,0.0,386.0,46,21.0,163.0,86.0,214,12.6,0.505,1.0,94,0.574,543,0.0
800000,1997,Carl Herrera,PF,30,San Antonio Spurs,0.0,0.0,340.0,50,62.0,53.0,95.0,217,10.6,0.433,0.33299999999999996,118,0.6859999999999999,597,0.0
2900000,1997,Byron Scott,SG,35,Los Angeles Lakers,0.0,0.0,118.0,99,46.0,16.0,53.0,72,13.5,0.43,0.38799999999999996,151,0.841,526,0.0
1800000,1997,Sasha Danilovic,SG,26,Dallas Mavericks,0.0,0.0,34.0,25,15.0,1.0,22.0,37,14.5,0.42,0.36700000000000005,57,0.8420000000000001,216,0.0
800000,1997,Tony Smith,PG,28,Charlotte Hornets,0.0,0.0,94.0,150,48.0,19.0,73.0,110,9.4,0.409,0.32299999999999995,59,0.644,346,0.0
700000,1997,Xavier McDaniel,PF,33,New Jersey Nets,0.0,0.0,318.0,65,36.0,17.0,70.0,144,10.8,0.389,0.2,89,0.73,346,0.0
2000000,1997,Duane Ferrell,SF,31,Indiana Pacers,0.0,0.0,141.0,66,38.0,6.0,55.0,120,11.6,0.47200000000000003,0.409,94,0.617,394,0.0
800000,1997,Pooh Richardson,PG,30,Los Angeles Clippers,0.0,0.0,98.0,169,54.0,5.0,62.0,82,11.8,0.381,0.32799999999999996,43,0.605,330,0.0
800000,1997,Brooks Thompson,PG,26,Denver Nuggets,0.0,1.0,96.0,179,55.0,2.0,86.0,125,13.7,0.4,0.39799999999999996,38,0.632,445,1.0
1100000,1997,Larry Stewart,SF,28,Seattle Supersonics,0.0,0.0,171.0,52,31.0,23.0,63.0,108,10.8,0.444,0.243,93,0.72,300,0.0
600000,1997,Kevin Gamble,SF,31,Sacramento Kings,0.0,0.0,107.0,77,21.0,17.0,27.0,76,11.6,0.43,0.48200000000000004,10,0.7,307,0.0
900000,1997,Henry James,PF,31,Atlanta Hawks,0.0,0.0,81.0,21,11.0,1.0,29.0,98,10.2,0.408,0.42,36,0.833,356,0.0
1200000,1997,David Wingate,SG,33,Seattle Supersonics,0.0,0.0,74.0,80,44.0,5.0,37.0,108,9.3,0.41600000000000004,0.35200000000000004,40,0.825,236,0.0
1000000,1997,Dino Radja,C,29,Boston Celtics,0.0,0.0,211.0,48,23.0,48.0,70.0,76,12.6,0.44,0.0,71,0.718,349,0.0
700000,1997,Ivano Newbill,PF,26,Atlanta Hawks,0.0,0.0,204.0,24,28.0,15.0,42.0,115,6.7,0.44,0.0,52,0.385,100,0.0
600000,1997,Craig Ehlo,SG,35,Seattle Supersonics,0.0,0.0,110.0,68,36.0,4.0,45.0,71,7.6,0.35100000000000003,0.284,26,0.5,214,0.0
700000,1997,Antonio Lang,PF,24,Cleveland Cavaliers,0.0,0.0,127.0,33,33.0,30.0,50.0,111,8.0,0.42,0.0,48,0.7290000000000001,171,0.0
1000000,1997,Bill Wennington,C,33,Chicago Bulls,1.0,0.0,129.0,41,10.0,11.0,31.0,132,11.2,0.498,0.0,53,0.83,280,1.0
600000,1997,Stojko Vrankovic,C,33,Minnesota Timberwolves,0.0,0.0,168.0,14,10.0,67.0,52.0,121,10.1,0.561,0.0,37,0.6759999999999999,181,0.0
1600000,1997,Clifford Rozier,C,24,Toronto Raptors,0.0,0.0,234.0,31,24.0,44.0,29.0,97,14.7,0.457,0.0,61,0.508,189,0.0
600000,1997,Jerome Allen,SG,24,Denver Nuggets,0.0,0.0,33.0,43,4.0,4.0,13.0,17,8.9,0.284,0.20600000000000002,25,0.6,64,0.0
900000,1997,Kenny Smith,PG,31,Denver Nuggets,0.0,0.0,37.0,102,18.0,0.0,62.0,25,12.5,0.42200000000000004,0.425,41,0.8540000000000001,260,0.0
3700000,1997,Ricky Pierce,SG,37,Charlotte Hornets,0.0,0.0,68.0,49,14.0,4.0,30.0,48,17.3,0.502,0.536,63,0.889,324,0.0
800000,1997,Ed O'Bannon,SF,24,Dallas Mavericks,0.0,0.0,36.0,11,5.0,2.0,6.0,19,4.7,0.23600000000000002,0.1,12,0.917,46,0.0
600000,1997,Duane Causwell,C,28,Sacramento Kings,0.0,0.0,127.0,20,15.0,38.0,34.0,131,8.9,0.511,0.667,37,0.541,118,0.0
1300000,1997,Dontonio Wingfield,SF,22,Portland Trail Blazers,0.0,0.0,137.0,45,14.0,6.0,49.0,101,11.6,0.409,0.33799999999999997,40,0.675,211,0.0
900000,1997,Donny Marshall,SF,24,Cleveland Cavaliers,0.0,0.0,70.0,24,24.0,3.0,32.0,60,9.1,0.325,0.379,54,0.7040000000000001,175,0.0
900000,1997,Joe Wolf,C,32,Milwaukee Bucks,0.0,0.0,112.0,20,14.0,11.0,14.0,105,7.9,0.449,0.14300000000000002,19,0.737,95,0.0
800000,1997,Joe Kleine,C,35,New Jersey Nets,0.0,0.0,114.0,23,8.0,12.0,21.0,57,8.7,0.42700000000000005,0.5,18,0.722,84,0.0
600000,1997,Shawn Respert,SG,24,Toronto Raptors,0.0,0.0,32.0,32,20.0,2.0,22.0,35,13.0,0.442,0.396,32,0.8440000000000001,152,0.0
700000,1997,Melvin Booker,PG,24,Golden State Warriors,0.0,0.0,28.0,50,3.0,2.0,20.0,28,9.5,0.436,0.314,20,0.9,117,0.0
900000,1997,Robert Parish,C,43,Chicago Bulls,1.0,0.0,89.0,22,6.0,19.0,28.0,40,14.3,0.49,0.0,31,0.677,161,1.0
