Salary,Year,Player,Pos,Age,Team,Championship Wins,RunnerUp Count,TRB,AST,STL,BLK,TOV,PF,PER,FG%,3P%,FTA,FT%,PTS,Championship Appearance Y/N
800000,2013,Troy Murphy,PF,32,Dallas Mavericks,0.0,0.0,49.0,7,10.0,6.0,7.0,29,9.1,0.361,0.314,11,0.909,65,0.0
700000,2013,Marcus Camby,PF,38,New York Knicks,0.0,0.0,80.0,14,7.0,14.0,15.0,28,8.6,0.321,0.0,19,0.42100000000000004,42,0.0
600000,2013,Dominic McGuire,SF,27,Indiana Pacers,0.0,0.0,2.0,1,0.0,0.0,0.0,0,-6.0,0.0,0.0,2,0.0,0,0.0
900000,2013,Viacheslav Kravtsov,C,25,Detroit Pistons,0.0,0.0,45.0,9,5.0,9.0,14.0,32,14.4,0.7170000000000001,0.0,37,0.297,77,0.0
600000,2013,Shavlik Randolph,PF,29,Boston Celtics,0.0,0.0,70.0,4,8.0,7.0,10.0,38,15.9,0.583,0.0,27,0.40700000000000003,67,0.0
800000,2013,Daequan Cook,SG,25,Chicago Bulls,0.0,0.0,43.0,9,2.0,5.0,9.0,13,4.0,0.278,0.24600000000000002,9,0.778,82,0.0
700000,2013,Daniel Orton,C,22,Oklahoma City Thunder,0.0,0.0,26.0,4,4.0,3.0,4.0,13,14.0,0.462,0.0,17,0.529,33,0.0
1000000,2013,Julyan Stone,PG,24,Denver Nuggets,0.0,0.0,3.0,2,1.0,0.0,2.0,4,11.4,1.0,0.0,4,0.75,7,0.0
19900000,2014,Paul George,SF,23,Indiana Pacers,0.0,0.0,542.0,283,151.0,22.0,224.0,198,20.1,0.424,0.364,464,0.8640000000000001,1737,0.0
1100000,2014,James Anderson,SG,24,Philadelphia 76ers,0.0,0.0,300.0,149,74.0,28.0,106.0,154,10.9,0.431,0.32799999999999996,106,0.726,810,0.0
5700000,2014,Martell Webster,SF,27,Washington Wizards,0.0,0.0,222.0,97,41.0,15.0,58.0,150,11.5,0.433,0.392,125,0.84,759,0.0
6700000,2014,Ray Allen,SG,38,Miami Heat,0.0,1.0,205.0,143,54.0,8.0,84.0,115,12.8,0.442,0.375,116,0.905,701,1.0
3600000,2014,Andray Blatche,PF,27,Brooklyn Nets,0.0,0.0,390.0,112,75.0,38.0,110.0,166,18.8,0.47600000000000003,0.278,221,0.742,821,0.0
5700000,2014,Shane Battier,SF,35,Miami Heat,0.0,1.0,138.0,63,50.0,39.0,21.0,124,8.7,0.382,0.348,23,0.652,298,1.0
3300000,2014,Derek Fisher,SG,39,Oklahoma City Thunder,0.0,0.0,122.0,117,70.0,3.0,49.0,157,10.1,0.391,0.384,71,0.775,425,0.0
2900000,2014,Gerald Wallace,SF,31,Boston Celtics,0.0,0.0,212.0,143,73.0,14.0,97.0,79,10.0,0.504,0.297,101,0.465,298,0.0
600000,2014,Nate Wolters,PG,22,Milwaukee Bucks,0.0,0.0,149.0,187,35.0,15.0,57.0,67,12.7,0.43700000000000006,0.29,90,0.6559999999999999,417,0.0
3400000,2014,DeJuan Blair,PF,24,Dallas Mavericks,0.0,0.0,368.0,70,60.0,21.0,77.0,192,17.3,0.534,0.0,121,0.636,497,0.0
700000,2014,Jordan Crawford,SG,25,Golden State Warriors,0.0,0.0,63.0,57,13.0,2.0,50.0,44,11.9,0.41700000000000004,0.313,43,0.8370000000000001,354,0.0
700000,2014,Travis Outlaw,SF,29,Sacramento Kings,0.0,0.0,168.0,48,20.0,19.0,26.0,94,10.4,0.39899999999999997,0.35,52,0.8079999999999999,343,0.0
700000,2014,Will Bynum,PG,31,Detroit Pistons,0.0,0.0,99.0,216,39.0,7.0,103.0,121,14.4,0.428,0.32299999999999995,121,0.802,485,0.0
3100000,2014,Chris Douglas-Roberts,SF,27,Charlotte Hornets,0.0,0.0,119.0,51,29.0,16.0,36.0,61,12.2,0.44,0.386,82,0.805,339,0.0
2900000,2014,Greg Stiemsma,C,28,New Orleans Pelicans,0.0,0.0,226.0,36,35.0,57.0,44.0,169,9.7,0.574,0.0,32,0.594,159,0.0
3000000,2014,Rashard Lewis,SF,34,Miami Heat,0.0,1.0,110.0,57,53.0,8.0,35.0,90,10.7,0.415,0.34299999999999997,33,0.7879999999999999,268,1.0
600000,2014,Xavier Henry,SF,22,Los Angeles Lakers,0.0,0.0,114.0,51,44.0,7.0,57.0,79,12.3,0.41700000000000004,0.34600000000000003,177,0.655,432,0.0
2500000,2014,Jermaine O'Neal,PF,35,Golden State Warriors,0.0,0.0,242.0,25,14.0,40.0,52.0,102,15.3,0.504,0.0,132,0.75,349,0.0
800000,2014,Willie Green,SG,32,Los Angeles Clippers,0.0,0.0,78.0,50,22.0,11.0,34.0,96,7.1,0.376,0.33899999999999997,34,0.8240000000000001,273,0.0
2300000,2014,Andrei Kirilenko,PF,32,Brooklyn Nets,0.0,0.0,146.0,72,40.0,19.0,54.0,65,12.4,0.513,0.2,119,0.513,226,0.0
600000,2014,Cartier Martin,SF,29,Chicago Bulls,0.0,0.0,5.0,2,1.0,0.0,1.0,3,13.3,0.625,0.6,4,0.5,15,0.0
800000,2014,Quincy Miller,PF,21,Denver Nuggets,0.0,0.0,147.0,26,22.0,32.0,48.0,70,8.6,0.36700000000000005,0.319,55,0.7090000000000001,257,0.0
800000,2014,Perry Jones,PF,22,Oklahoma City Thunder,0.0,0.0,114.0,26,14.0,19.0,21.0,62,10.1,0.45899999999999996,0.361,42,0.667,216,0.0
600000,2014,Darius Miller,SF,23,New Orleans Pelicans,0.0,0.0,52.0,43,24.0,9.0,22.0,88,9.0,0.44,0.325,36,0.8059999999999999,200,0.0
700000,2014,Jeff Adrien,PF,27,Milwaukee Bucks,0.0,0.0,218.0,31,17.0,21.0,31.0,73,18.4,0.515,0.0,94,0.67,305,0.0
700000,2014,Robbie Hummel,SF,24,Minnesota Timberwolves,0.0,0.0,132.0,23,16.0,2.0,10.0,57,9.6,0.379,0.36,16,0.938,181,0.0
700000,2014,Jeffery Taylor,SF,24,Charlotte Hornets,0.0,0.0,60.0,22,13.0,5.0,25.0,62,5.9,0.376,0.26899999999999996,47,0.5529999999999999,208,0.0
5300000,2014,Ronny Turiaf,C,31,Minnesota Timberwolves,0.0,0.0,174.0,24,8.0,50.0,24.0,65,13.9,0.598,0.0,50,0.42,149,0.0
900000,2014,Steve Novak,PF,30,Toronto Raptors,0.0,0.0,58.0,13,12.0,4.0,5.0,44,11.1,0.41100000000000003,0.426,6,1.0,178,0.0
600000,2014,Anthony Randolph,PF,24,Denver Nuggets,0.0,0.0,122.0,32,26.0,19.0,39.0,64,12.2,0.386,0.295,69,0.754,206,0.0
900000,2014,Al Harrington,PF,33,Washington Wizards,0.0,0.0,80.0,28,14.0,0.0,34.0,72,9.7,0.396,0.34,35,0.7709999999999999,225,0.0
600000,2014,Andrew Bynum,C,26,Indiana Pacers,0.0,0.0,19.0,2,0.0,1.0,4.0,3,19.9,0.409,0.0,7,0.7140000000000001,23,0.0
2100000,2014,Jan Vesely,PF,23,Denver Nuggets,0.0,0.0,78.0,11,27.0,16.0,14.0,57,14.5,0.506,0.0,26,0.423,93,0.0
700000,2014,Jimmer Fredette,SG,24,Chicago Bulls,0.0,0.0,7.0,3,0.0,0.0,4.0,7,11.6,0.44799999999999995,0.364,2,1.0,32,0.0
1400000,2014,Gustavo Ayon,C,28,Atlanta Hawks,0.0,0.0,125.0,28,25.0,10.0,29.0,47,12.9,0.51,0.0,20,0.4,112,0.0
800000,2014,Luke Ridnour,PG,32,Charlotte Hornets,0.0,0.0,35.0,54,9.0,6.0,20.0,37,8.6,0.389,0.3,7,0.5710000000000001,100,0.0
700000,2014,Jarvis Varnado,PF,25,Philadelphia 76ers,0.0,0.0,63.0,13,10.0,29.0,10.0,61,13.4,0.6,0.0,52,0.519,99,0.0
900000,2014,Aaron Gray,C,29,Sacramento Kings,0.0,0.0,103.0,19,10.0,8.0,27.0,57,7.9,0.431,0.0,18,0.556,60,0.0
600000,2014,Josh Harrellson,C,24,Detroit Pistons,0.0,0.0,76.0,15,6.0,15.0,10.0,44,13.4,0.46299999999999997,0.387,7,0.7140000000000001,93,0.0
700000,2014,Roger Mason,SG,33,Miami Heat,0.0,1.0,22.0,19,6.0,1.0,9.0,26,8.2,0.373,0.354,7,1.0,74,1.0
700000,2014,Jannero Pargo,PG,34,Charlotte Hornets,0.0,0.0,20.0,52,14.0,1.0,26.0,17,18.9,0.441,0.4,11,0.727,136,0.0
700000,2014,MarShon Brooks,SG,25,Los Angeles Lakers,0.0,0.0,30.0,21,12.0,3.0,17.0,16,16.5,0.489,0.579,26,0.6920000000000001,115,0.0
900000,2014,Mike Harris,PF,30,Utah Jazz,0.0,0.0,33.0,5,16.0,7.0,11.0,36,15.3,0.475,0.0,27,0.963,84,0.0
900000,2014,Greg Oden,C,26,Miami Heat,0.0,1.0,54.0,1,7.0,13.0,12.0,52,12.4,0.551,0.0,23,0.565,67,1.0
800000,2014,Victor Claver,SF,25,Portland Trail Blazers,0.0,0.0,39.0,12,3.0,3.0,11.0,16,8.8,0.405,0.16699999999999998,11,0.909,47,0.0
1000000,2014,Stephen Jackson,SF,35,Los Angeles Clippers,0.0,0.0,10.0,5,6.0,1.0,6.0,11,0.1,0.231,0.071,4,0.5,15,0.0
600000,2014,Hilton Armstrong,C,29,Golden State Warriors,0.0,0.0,47.0,5,4.0,4.0,6.0,11,17.0,0.474,0.0,16,0.43799999999999994,25,0.0
800000,2014,Othyus Jeffers,SG,28,Minnesota Timberwolves,1.0,0.0,3.0,0,0.0,0.0,1.0,1,1.7,0.0,0.0,2,1.0,2,1.0
900000,2014,Maalik Wayns,PG,22,Los Angeles Clippers,0.0,0.0,2.0,2,2.0,0.0,0.0,4,19.3,0.5,0.0,0,0.0,2,0.0
27300000,2015,James Harden,SG,25,Houston Rockets,0.0,0.0,459.0,565,154.0,60.0,321.0,208,26.7,0.44,0.375,824,0.868,2217,0.0
2700000,2015,Andrew Wiggins,SF,19,Minnesota Timberwolves,0.0,0.0,374.0,170,86.0,50.0,177.0,190,13.9,0.43700000000000006,0.31,466,0.76,1387,0.0
14900000,2015,Trevor Ariza,SF,29,Houston Rockets,0.0,0.0,459.0,209,152.0,17.0,141.0,186,12.7,0.402,0.35,143,0.853,1048,0.0
20900000,2015,Damian Lillard,PG,24,Portland Trail Blazers,0.0,0.0,378.0,507,97.0,21.0,222.0,164,20.7,0.434,0.34299999999999997,398,0.8640000000000001,1720,0.0
25700000,2015,Chris Paul,PG,29,Los Angeles Clippers,0.0,0.0,376.0,838,156.0,15.0,190.0,203,26.0,0.485,0.39799999999999996,321,0.9,1564,0.0
17000000,2015,John Wall,PG,24,Washington Wizards,0.0,0.0,366.0,792,138.0,45.0,304.0,180,19.9,0.445,0.3,362,0.785,1387,0.0
19200000,2015,DeAndre Jordan,C,26,Los Angeles Clippers,0.0,0.0,1226.0,61,81.0,183.0,109.0,245,21.0,0.71,0.25,471,0.397,946,0.0
14800000,2015,Eric Bledsoe,PG,25,Phoenix Suns,0.0,0.0,423.0,493,127.0,45.0,274.0,189,18.4,0.447,0.324,441,0.8,1377,0.0
8100000,2015,Joe Johnson,SG,33,Brooklyn Nets,0.0,0.0,384.0,292,59.0,14.0,137.0,120,14.1,0.435,0.359,176,0.8009999999999999,1154,0.0
17700000,2015,Kyrie Irving,PG,22,Cleveland Cavaliers,0.0,1.0,237.0,389,114.0,20.0,186.0,146,21.5,0.46799999999999997,0.415,365,0.863,1628,1.0
9200000,2015,Monta Ellis,SG,29,Dallas Mavericks,0.0,0.0,190.0,329,148.0,25.0,198.0,197,16.5,0.445,0.285,303,0.752,1513,0.0
13600000,2015,Tyreke Evans,SG,25,New Orleans Pelicans,0.0,0.0,416.0,521,100.0,37.0,246.0,198,17.7,0.447,0.304,291,0.6940000000000001,1313,0.0
19300000,2015,Marc Gasol,C,30,Memphis Grizzlies,0.0,0.0,630.0,307,70.0,131.0,176.0,208,21.7,0.494,0.17600000000000002,440,0.795,1413,0.0
15800000,2015,Pau Gasol,PF,34,Chicago Bulls,0.0,0.0,919.0,210,25.0,147.0,158.0,147,22.7,0.494,0.462,366,0.8029999999999999,1446,0.0
5000000,2015,Ben McLemore,SG,21,Sacramento Kings,0.0,0.0,241.0,140,77.0,19.0,138.0,219,10.4,0.43700000000000006,0.358,160,0.813,996,0.0
9300000,2015,Ty Lawson,PG,27,Denver Nuggets,0.0,0.0,234.0,720,92.0,9.0,185.0,128,18.5,0.436,0.341,363,0.73,1143,0.0
16400000,2015,Gordon Hayward,SF,24,Utah Jazz,0.0,0.0,373.0,313,108.0,30.0,206.0,131,20.2,0.445,0.364,462,0.812,1463,0.0
29900000,2015,Stephen Curry,PG,26,Golden State Warriors,1.0,0.0,341.0,619,163.0,16.0,249.0,158,28.0,0.48700000000000004,0.44299999999999995,337,0.914,1900,1.0
4800000,2015,Kentavious Caldwell-Pope,SG,21,Detroit Pistons,0.0,0.0,255.0,109,93.0,18.0,94.0,161,11.2,0.401,0.345,158,0.696,1043,0.0
6800000,2015,Markieff Morris,PF,25,Phoenix Suns,0.0,0.0,506.0,192,101.0,39.0,170.0,245,15.8,0.465,0.318,232,0.763,1258,0.0
7100000,2015,Victor Oladipo,SG,22,Orlando Magic,0.0,0.0,302.0,295,120.0,19.0,204.0,187,15.9,0.436,0.33899999999999997,320,0.8190000000000001,1292,0.0
8300000,2015,Giannis Antetokounmpo,SG,20,Milwaukee Bucks,0.0,0.0,542.0,207,73.0,85.0,173.0,254,14.8,0.491,0.159,347,0.741,1030,0.0
14200000,2015,Kevin Love,PF,26,Cleveland Cavaliers,0.0,1.0,731.0,168,51.0,39.0,122.0,140,18.8,0.434,0.36700000000000005,321,0.804,1228,1.0
7700000,2015,Nikola Vucevic,C,24,Orlando Magic,0.0,0.0,810.0,147,54.0,54.0,148.0,220,21.5,0.523,0.33299999999999996,218,0.752,1428,0.0
20500000,2015,Jimmy Butler,SG,25,Chicago Bulls,0.0,0.0,379.0,212,114.0,36.0,93.0,108,21.3,0.462,0.37799999999999995,463,0.8340000000000001,1301,0.0
11200000,2015,LaMarcus Aldridge,PF,29,Portland Trail Blazers,0.0,0.0,726.0,124,48.0,68.0,122.0,125,22.8,0.466,0.35200000000000004,362,0.845,1661,0.0
6100000,2015,Andre Drummond,C,21,Detroit Pistons,0.0,0.0,1104.0,55,73.0,153.0,120.0,285,21.4,0.514,0.0,365,0.389,1130,0.0
25100000,2015,LeBron James,SF,30,Cleveland Cavaliers,0.0,1.0,416.0,511,109.0,49.0,272.0,135,25.9,0.488,0.354,528,0.71,1743,1.0
20600000,2015,Draymond Green,PF,24,Golden State Warriors,1.0,0.0,647.0,291,123.0,99.0,133.0,253,16.4,0.44299999999999995,0.337,200,0.66,921,1.0
4000000,2015,Elfrid Payton,PG,20,Orlando Magic,0.0,0.0,349.0,533,142.0,20.0,203.0,193,13.8,0.425,0.262,214,0.551,731,0.0
6800000,2015,Wilson Chandler,SF,27,Denver Nuggets,0.0,0.0,475.0,134,58.0,29.0,110.0,231,13.2,0.429,0.342,142,0.775,1085,0.0
23700000,2015,Anthony Davis,PF,21,New Orleans Pelicans,0.0,0.0,696.0,149,100.0,200.0,95.0,141,30.8,0.535,0.083,461,0.805,1656,0.0
16500000,2015,Klay Thompson,SG,24,Golden State Warriors,1.0,0.0,247.0,222,87.0,60.0,149.0,122,20.8,0.46299999999999997,0.439,256,0.879,1668,1.0
11400000,2015,Marcin Gortat,C,30,Washington Wizards,0.0,0.0,717.0,97,49.0,110.0,100.0,191,18.2,0.5660000000000001,0.0,175,0.703,1001,0.0
3900000,2015,Avery Bradley,SG,24,Boston Celtics,0.0,0.0,241.0,135,82.0,15.0,109.0,177,11.5,0.429,0.35200000000000004,100,0.79,1071,0.0
8300000,2015,Luol Deng,SF,29,Miami Heat,0.0,0.0,376.0,139,65.0,22.0,108.0,109,15.5,0.469,0.355,251,0.7609999999999999,1007,0.0
16600000,2015,Kyle Korver,SG,33,Atlanta Hawks,0.0,0.0,304.0,196,52.0,42.0,107.0,140,14.8,0.48700000000000004,0.49200000000000005,118,0.898,911,0.0
17200000,2015,Kyle Lowry,PG,28,Toronto Raptors,0.0,0.0,328.0,473,109.0,13.0,173.0,212,19.3,0.41200000000000003,0.33799999999999997,312,0.8079999999999999,1244,0.0
11100000,2015,J.J. Redick,SG,30,Los Angeles Clippers,0.0,0.0,167.0,137,39.0,8.0,95.0,134,16.2,0.47700000000000004,0.43700000000000006,203,0.9009999999999999,1277,0.0
13400000,2015,Rudy Gay,SF,28,Sacramento Kings,0.0,0.0,399.0,250,71.0,41.0,183.0,157,19.7,0.455,0.359,393,0.858,1432,0.0
18300000,2015,Paul Millsap,PF,29,Atlanta Hawks,0.0,0.0,570.0,223,130.0,69.0,166.0,201,20.0,0.47600000000000003,0.35600000000000004,337,0.757,1218,0.0
9700000,2015,P.J. Tucker,SF,29,Phoenix Suns,0.0,0.0,502.0,122,107.0,23.0,96.0,179,12.5,0.43799999999999994,0.345,143,0.727,713,0.0
5600000,2015,Solomon Hill,SF,23,Indiana Pacers,0.0,0.0,314.0,184,66.0,18.0,115.0,177,10.2,0.396,0.327,193,0.8240000000000001,729,0.0
16500000,2015,Nicolas Batum,SF,26,Portland Trail Blazers,0.0,0.0,416.0,341,78.0,40.0,132.0,106,13.1,0.4,0.324,98,0.857,664,0.0
10200000,2015,Khris Middleton,SF,23,Milwaukee Bucks,0.0,0.0,347.0,182,122.0,11.0,113.0,183,15.6,0.467,0.40700000000000003,156,0.8590000000000001,1055,0.0
6100000,2015,Tobias Harris,SF,22,Orlando Magic,0.0,0.0,430.0,124,69.0,36.0,115.0,134,16.7,0.466,0.364,245,0.7879999999999999,1164,0.0
3900000,2015,Mario Chalmers,PG,28,Miami Heat,0.0,0.0,206.0,307,122.0,10.0,173.0,251,11.7,0.40299999999999997,0.294,266,0.774,813,0.0
19200000,2015,Blake Griffin,PF,25,Los Angeles Clippers,0.0,0.0,508.0,354,63.0,35.0,152.0,196,22.8,0.502,0.4,427,0.728,1469,0.0
9300000,2015,Courtney Lee,SG,29,Memphis Grizzlies,0.0,0.0,178.0,151,75.0,12.0,78.0,129,11.5,0.44799999999999995,0.402,129,0.86,777,0.0
16900000,2015,Al Horford,C,28,Atlanta Hawks,0.0,0.0,544.0,244,68.0,98.0,100.0,121,21.4,0.5379999999999999,0.306,141,0.759,1156,0.0
12000000,2015,Harrison Barnes,SF,22,Golden State Warriors,1.0,0.0,453.0,116,61.0,19.0,71.0,146,13.4,0.48200000000000004,0.405,150,0.72,827,1.0
2900000,2015,Gerald Henderson,SG,27,Charlotte Hornets,0.0,0.0,273.0,206,51.0,22.0,110.0,135,13.2,0.43700000000000006,0.331,217,0.848,969,0.0
18900000,2015,Danny Green,SG,27,San Antonio Spurs,0.0,0.0,343.0,158,101.0,87.0,93.0,163,16.5,0.436,0.418,127,0.8740000000000001,946,0.0
6000000,2015,Nerlens Noel,C,20,Philadelphia 76ers,0.0,0.0,611.0,128,133.0,142.0,146.0,208,15.0,0.462,0.0,230,0.609,744,0.0
13000000,2015,Zach Randolph,PF,33,Memphis Grizzlies,0.0,0.0,747.0,153,69.0,14.0,156.0,175,19.5,0.48700000000000004,0.35,298,0.765,1143,0.0
30500000,2015,Russell Westbrook,PG,26,Oklahoma City Thunder,0.0,0.0,488.0,574,140.0,14.0,293.0,184,29.1,0.426,0.299,654,0.835,1886,0.0
3400000,2015,Trey Burke,PG,22,Utah Jazz,0.0,0.0,204.0,328,65.0,15.0,124.0,119,12.6,0.368,0.318,145,0.752,973,0.0
17300000,2015,Tyson Chandler,C,32,Dallas Mavericks,0.0,0.0,864.0,84,42.0,91.0,105.0,169,20.1,0.6659999999999999,0.0,257,0.72,771,0.0
9200000,2015,Dirk Nowitzki,PF,36,Dallas Mavericks,0.0,0.0,457.0,143,39.0,33.0,82.0,160,19.2,0.45899999999999996,0.38,289,0.882,1333,0.0
13400000,2015,Derrick Favors,PF,23,Utah Jazz,0.0,0.0,607.0,112,60.0,123.0,121.0,210,21.8,0.525,0.16699999999999998,332,0.669,1187,0.0
13200000,2015,Matt Barnes,SF,34,Los Angeles Clippers,0.0,0.0,302.0,114,67.0,50.0,87.0,240,11.3,0.444,0.36200000000000004,95,0.779,764,0.0
4000000,2015,Evan Turner,SG,26,Boston Celtics,0.0,0.0,417.0,449,83.0,19.0,198.0,180,12.8,0.429,0.27699999999999997,141,0.752,779,0.0
2600000,2015,Wesley Johnson,SF,27,Los Angeles Lakers,0.0,0.0,319.0,124,59.0,45.0,87.0,162,11.1,0.414,0.35100000000000003,112,0.804,753,0.0
2800000,2015,Jarrett Jack,PG,31,Brooklyn Nets,0.0,0.0,245.0,373,75.0,13.0,191.0,143,14.6,0.439,0.267,227,0.8809999999999999,957,0.0
13200000,2015,Jeff Teague,PG,26,Atlanta Hawks,0.0,0.0,184.0,513,125.0,31.0,205.0,139,20.6,0.46,0.34299999999999997,319,0.862,1162,0.0
19700000,2015,Tim Duncan,C,38,San Antonio Spurs,0.0,0.0,704.0,230,63.0,151.0,131.0,165,22.6,0.512,0.28600000000000003,311,0.74,1070,0.0
15000000,2015,Mike Conley,PG,27,Memphis Grizzlies,0.0,0.0,209.0,375,89.0,14.0,156.0,139,18.6,0.446,0.386,249,0.8590000000000001,1107,0.0
5500000,2015,Tristan Thompson,PF,23,Cleveland Cavaliers,0.0,1.0,657.0,39,34.0,61.0,83.0,189,15.6,0.547,0.0,248,0.6409999999999999,693,1.0
9900000,2015,Gorgui Dieng,C,25,Minnesota Timberwolves,0.0,0.0,609.0,146,71.0,126.0,126.0,188,17.2,0.506,0.16699999999999998,244,0.7829999999999999,710,0.0
15500000,2015,DeMarre Carroll,SF,28,Atlanta Hawks,0.0,0.0,372.0,118,94.0,17.0,75.0,154,15.9,0.48700000000000004,0.395,181,0.7020000000000001,883,0.0
14900000,2015,Chandler Parsons,SF,26,Dallas Mavericks,0.0,0.0,323.0,161,69.0,19.0,96.0,140,16.3,0.462,0.38,193,0.72,1037,0.0
18000000,2015,Rudy Gobert,C,22,Utah Jazz,0.0,0.0,775.0,109,64.0,189.0,111.0,175,21.6,0.604,0.0,273,0.623,686,0.0
13800000,2015,Patrick Patterson,PF,25,Toronto Raptors,0.0,0.0,433.0,155,60.0,44.0,54.0,149,14.6,0.449,0.371,80,0.7879999999999999,648,0.0
11300000,2015,Greg Monroe,PF,24,Detroit Pistons,0.0,0.0,704.0,142,78.0,34.0,149.0,148,21.2,0.496,0.0,336,0.75,1098,0.0
12900000,2015,Kemba Walker,PG,24,Charlotte Hornets,0.0,0.0,220.0,318,89.0,31.0,100.0,92,17.6,0.385,0.304,283,0.8270000000000001,1075,0.0
10600000,2015,Serge Ibaka,PF,25,Oklahoma City Thunder,0.0,0.0,499.0,55,30.0,155.0,97.0,194,16.6,0.47600000000000003,0.376,110,0.836,917,0.0
6300000,2015,Deron Williams,PG,30,Brooklyn Nets,0.0,0.0,237.0,448,64.0,17.0,154.0,157,15.7,0.387,0.36700000000000005,241,0.8340000000000001,884,0.0
9200000,2015,Bradley Beal,SG,21,Washington Wizards,0.0,0.0,241.0,194,76.0,18.0,123.0,136,14.0,0.42700000000000005,0.409,166,0.7829999999999999,962,0.0
5800000,2015,Brook Lopez,C,26,Brooklyn Nets,0.0,0.0,535.0,50,43.0,126.0,104.0,206,22.7,0.513,0.1,274,0.8140000000000001,1236,0.0
5800000,2015,DeMar DeRozan,SG,25,Toronto Raptors,0.0,0.0,277.0,210,73.0,11.0,137.0,122,17.4,0.413,0.284,434,0.8320000000000001,1204,0.0
5100000,2015,Jonas Valanciunas,C,22,Toronto Raptors,0.0,0.0,693.0,39,33.0,95.0,109.0,222,20.6,0.5720000000000001,0.0,276,0.7859999999999999,963,0.0
3100000,2015,Terrence Ross,SF,23,Toronto Raptors,0.0,0.0,226.0,86,53.0,25.0,69.0,136,11.2,0.41,0.37200000000000005,56,0.7859999999999999,807,0.0
6500000,2015,Kenneth Faried,PF,25,Denver Nuggets,0.0,0.0,668.0,89,62.0,57.0,118.0,211,18.4,0.507,0.125,288,0.691,946,0.0
12700000,2015,Andre Iguodala,SF,31,Golden State Warriors,1.0,0.0,257.0,228,89.0,25.0,88.0,100,12.3,0.466,0.349,114,0.596,604,1.0
15600000,2015,Joakim Noah,C,29,Chicago Bulls,0.0,0.0,646.0,312,48.0,74.0,123.0,203,15.3,0.445,0.0,174,0.603,485,0.0
4200000,2015,Marcus Morris,PF,25,Phoenix Suns,0.0,0.0,385.0,133,63.0,16.0,73.0,188,13.7,0.434,0.358,113,0.628,845,0.0
7000000,2015,Donatas Motiejunas,PF,24,Houston Rockets,0.0,0.0,421.0,130,56.0,34.0,123.0,203,14.4,0.504,0.368,166,0.602,855,0.0
6200000,2015,Marvin Williams,PF,28,Charlotte Hornets,0.0,0.0,386.0,100,69.0,36.0,60.0,146,11.8,0.424,0.358,87,0.713,577,0.0
21600000,2015,Kawhi Leonard,SF,23,San Antonio Spurs,0.0,0.0,461.0,161,148.0,48.0,97.0,128,22.0,0.479,0.349,252,0.802,1057,0.0
17700000,2015,Wesley Matthews,SG,28,Portland Trail Blazers,0.0,0.0,222.0,139,77.0,10.0,81.0,132,16.1,0.44799999999999995,0.389,145,0.752,956,0.0
6800000,2015,Eric Gordon,SG,26,New Orleans Pelicans,0.0,0.0,159.0,229,50.0,14.0,122.0,145,12.7,0.41100000000000003,0.44799999999999995,133,0.805,818,0.0
7700000,2015,Lou Williams,SG,28,Toronto Raptors,0.0,0.0,151.0,164,88.0,10.0,101.0,103,19.9,0.40399999999999997,0.34,395,0.861,1242,0.0
17300000,2015,DeMarcus Cousins,C,24,Sacramento Kings,0.0,0.0,747.0,210,90.0,103.0,254.0,241,25.2,0.467,0.25,541,0.782,1421,0.0
6300000,2015,Al Jefferson,C,30,Charlotte Hornets,0.0,0.0,548.0,113,47.0,84.0,68.0,139,19.7,0.48100000000000004,0.4,165,0.655,1082,0.0
1800000,2015,Jason Thompson,PF,28,Sacramento Kings,0.0,0.0,530.0,85,33.0,57.0,84.0,239,10.2,0.47,0.0,143,0.622,491,0.0
3500000,2015,Greivis Vasquez,PG,28,Toronto Raptors,0.0,0.0,216.0,302,46.0,10.0,119.0,177,12.6,0.408,0.379,66,0.758,775,0.0
6800000,2015,Boris Diaw,PF,32,San Antonio Spurs,0.0,0.0,348.0,233,36.0,23.0,126.0,148,12.7,0.46,0.32,93,0.774,708,0.0
4200000,2015,Omer Asik,C,28,New Orleans Pelicans,0.0,0.0,748.0,72,29.0,54.0,95.0,144,15.5,0.517,0.0,225,0.5820000000000001,557,0.0
10300000,2015,Amir Johnson,PF,27,Toronto Raptors,0.0,0.0,456.0,117,44.0,59.0,110.0,225,15.4,0.574,0.413,129,0.612,694,0.0
9000000,2015,Dwyane Wade,SG,33,Miami Heat,0.0,0.0,219.0,299,73.0,21.0,209.0,105,21.4,0.47,0.284,370,0.768,1331,0.0
3900000,2015,Robert Covington,SF,24,Philadelphia 76ers,0.0,0.0,316.0,105,97.0,31.0,128.0,189,14.7,0.396,0.374,217,0.82,943,0.0
4100000,2015,Tony Parker,PG,32,San Antonio Spurs,0.0,0.0,129.0,335,44.0,2.0,146.0,108,15.9,0.486,0.42700000000000005,166,0.7829999999999999,976,0.0
3500000,2015,Brandon Bass,PF,29,Boston Celtics,0.0,0.0,398.0,104,41.0,32.0,83.0,140,16.3,0.504,0.281,214,0.79,866,0.0
3400000,2015,Roy Hibbert,C,28,Indiana Pacers,0.0,0.0,540.0,84,18.0,125.0,107.0,216,15.4,0.446,0.0,204,0.8240000000000001,802,0.0
8600000,2015,Paul Pierce,SF,37,Washington Wizards,0.0,0.0,294.0,144,46.0,24.0,92.0,160,15.2,0.447,0.389,210,0.7809999999999999,868,0.0
